1.0000(c)	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
1.0000(f)	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
51.0000(c)	 0	 2	 4	 2	 0	 0	 9	 0	 4	 7	 4	 0	 3	 1	 4	 0	 0	 0	 4	 3	 0	 20	 0	 5	 0	 0	 32	 0	 0	 58	 0	 54	 0	 23	 8	 0	 5	 56	 0	 8	 0	 18	 8	 4	 0	 0	 3	 17	 0	 2	 4	 0	 0	 29	 0	 0	 55	 0	 0	 0	 30	 0	 21	 12	 0	 0	 31	 8	 1	 0	 4	 10	 0	 4	 50	 4	 4	 19	 0	 5	 0	 9	 0	 0	 0	 29	 0	 4	 0	 0	 1	 24	 4	 8	 13	 8	 23	 7	 0	 0	
51.0000(f)	 0	 1	 1	 1	 0	 0	 3	 0	 1	 2	 1	 0	 1	 1	 1	 0	 0	 0	 1	 1	 0	 5	 0	 2	 0	 0	 9	 0	 0	 16	 0	 16	 0	 7	 3	 0	 2	 14	 0	 2	 0	 5	 2	 1	 0	 0	 1	 5	 0	 1	 1	 0	 0	 9	 0	 0	 15	 0	 0	 0	 9	 0	 6	 3	 0	 0	 9	 2	 1	 0	 1	 3	 0	 1	 14	 1	 1	 5	 0	 2	 0	 3	 0	 0	 0	 9	 0	 1	 0	 0	 1	 7	 1	 2	 4	 2	 6	 2	 0	 0	
101.0000(c)	 4	 2	 4	 2	 0	 2	 13	 0	 7	 7	 4	 0	 3	 1	 4	 0	 4	 0	 8	 3	 0	 42	 0	 21	 9	 0	 63	 0	 0	 108	 4	 100	 4	 40	 12	 12	 5	 126	 4	 12	 4	 46	 20	 8	 0	 0	 7	 39	 0	 2	 16	 0	 0	 53	 0	 0	 111	 4	 0	 0	 39	 0	 55	 21	 0	 12	 45	 12	 1	 4	 8	 28	 0	 8	 109	 17	 20	 63	 0	 9	 0	 28	 4	 0	 0	 67	 14	 4	 0	 4	 7	 38	 16	 28	 48	 12	 48	 16	 0	 4	
101.0000(f)	 1	 1	 1	 1	 0	 1	 4	 0	 2	 2	 1	 0	 1	 1	 1	 0	 1	 0	 2	 1	 0	 12	 0	 6	 3	 0	 17	 0	 0	 30	 1	 28	 1	 12	 4	 3	 2	 32	 1	 3	 1	 12	 5	 2	 0	 0	 2	 11	 0	 1	 4	 0	 0	 16	 0	 0	 29	 1	 0	 0	 13	 0	 16	 6	 0	 3	 14	 3	 1	 1	 2	 7	 0	 2	 29	 5	 5	 17	 0	 3	 0	 7	 1	 0	 0	 19	 4	 1	 0	 1	 2	 12	 4	 7	 14	 3	 12	 4	 0	 1	
151.0000(c)	 4	 2	 4	 2	 0	 4	 21	 0	 15	 11	 4	 0	 3	 1	 8	 4	 4	 0	 12	 3	 0	 59	 4	 39	 12	 0	 80	 4	 0	 147	 4	 143	 8	 57	 12	 12	 8	 175	 8	 24	 8	 76	 30	 12	 0	 0	 16	 52	 0	 2	 20	 0	 0	 82	 0	 0	 153	 10	 0	 0	 52	 0	 86	 41	 0	 30	 66	 12	 5	 8	 11	 38	 0	 8	 150	 29	 36	 86	 0	 13	 0	 38	 7	 8	 0	 105	 23	 4	 4	 8	 7	 63	 20	 38	 68	 20	 75	 22	 0	 8	
151.0000(f)	 1	 1	 1	 1	 0	 1	 6	 0	 4	 3	 1	 0	 1	 1	 2	 1	 1	 0	 3	 1	 0	 17	 1	 11	 3	 0	 22	 1	 0	 40	 1	 39	 2	 17	 4	 3	 3	 45	 2	 6	 2	 20	 8	 3	 0	 0	 5	 15	 0	 1	 5	 0	 0	 24	 0	 0	 40	 3	 0	 0	 17	 0	 25	 11	 0	 9	 20	 3	 2	 2	 3	 10	 0	 2	 40	 10	 10	 24	 0	 4	 0	 10	 2	 2	 0	 29	 7	 1	 1	 2	 2	 19	 5	 10	 20	 5	 20	 6	 0	 2	
201.0000(c)	 8	 2	 4	 2	 0	 4	 29	 0	 18	 11	 4	 0	 3	 5	 8	 4	 4	 0	 20	 3	 0	 82	 5	 51	 21	 0	 109	 4	 4	 208	 4	 204	 12	 86	 15	 12	 8	 247	 12	 37	 12	 96	 42	 12	 0	 0	 21	 81	 0	 2	 25	 0	 8	 112	 0	 0	 217	 14	 0	 4	 78	 0	 123	 62	 0	 34	 100	 18	 13	 8	 12	 42	 0	 8	 206	 37	 44	 119	 6	 29	 0	 42	 7	 8	 0	 141	 29	 4	 4	 8	 7	 90	 28	 50	 101	 28	 92	 26	 0	 8	
201.0000(f)	 2	 1	 1	 1	 0	 1	 8	 0	 5	 3	 1	 0	 1	 2	 2	 1	 1	 0	 5	 1	 0	 23	 2	 14	 6	 0	 29	 1	 1	 55	 1	 56	 3	 25	 4	 3	 3	 63	 3	 10	 3	 25	 11	 3	 0	 0	 7	 23	 0	 1	 7	 0	 2	 33	 0	 0	 57	 4	 0	 1	 23	 0	 35	 17	 0	 10	 29	 5	 4	 2	 4	 11	 0	 2	 55	 12	 12	 33	 2	 8	 0	 11	 2	 2	 0	 38	 9	 1	 1	 2	 2	 26	 7	 13	 29	 7	 25	 7	 0	 2	
